Protocolo_S2iD,Nome_Municipio,Sigla_UF,regiao,Data_Registro,Data_Evento,Cod_Cobrade,tipologia,descricao_tipologia,grupo_de_desastre,Cod_IBGE_Mun,Setores Censitários,Status,DH_Descricao,DH_MORTOS,DH_FERIDOS,DH_ENFERMOS,DH_DESABRIGADOS,DH_DESALOJADOS,DH_DESAPARECIDOS,DH_AFETADOS_SECA_ESTIAGEM,DH_total_danos_humanos_diretos,DH_OUTROS AFETADOS,DM_Descricao,DM_Uni Habita Danificadas,DM_Uni Habita Destruidas,DM_Uni Habita Valor,DM_Inst Saúde Danificadas,DM_Inst Saúde Destruidas,DM_Inst Saúde Valor,DM_Inst Ensino Danificadas,DM_Inst Ensino Destruidas,DM_Inst Ensino Valor,DM_Inst Serviços Danificadas,DM_Inst Serviços Destruidas,DM_Inst Serviços Valor,DM_Inst Comuni Danificadas,DM_Inst Comuni Destruidas,DM_Inst Comuni Valor,DM_Obras de Infra Danificadas,DM_Obras de Infra Destruidas,DM_Obras de Infra Valor,DM_total_danos_materiais,DA_Descricao,DA_Polui/cont da água,DA_Polui/cont do ar,DA_Polui/cont do solo,DA_Dimi/exauri hídrico,DA_Incêndi parques/APA's/APP's,PEPL_Descricao,PEPL_Assis_méd e emergên(R$),PEPL_Abast de água pot(R$),PEPL_sist de esgotos sanit(R$),PEPL_Sis limp e rec lixo (R$),PEPL_Sis cont pragas (R$),PEPL_distrib energia (R$),PEPL_Telecomunicações (R$),PEPL_Tran loc/reg/l_curso (R$),PEPL_Distrib combustíveis(R$),PEPL_Segurança pública (R$),PEPL_Ensino (R$),PEPL_total_publico,PEPR_Descricao,PEPR_Agricultura (R$),PEPR_Pecuária (R$),PEPR_Indústria (R$),PEPR_Comércio (R$),PEPR_Serviços (R$),PEPR_total_privado,PE_PLePR
RS-F-4322509-13215-20200630,Vacaria,RS,Sul,01/07/2020,01/07/2020,13215,"12,00",Vendavais e Ciclones,Meteorológico,4322509,"432250905000119, 432250905000116, 432250905000008, 432250905000002, 432250905000044, 432250905000072, 432250905000062, 432250905000038, 432250905000122, 432250905000065, 432250905000149, 432250905000121, 432250905000120, 432250905000037, 432250905000036, 432250905000115, 432250905000113, 432250905000041, 432250905000124, 432250905000039, 432250905000040, 432250905000118, 432250905000123, 432250905000069, 432250905000049, 432250905000045, 432250905000052, 432250905000131, 432250905000047, 432250905000046, 432250905000127, 432250905000011, 432250905000010, 432250905000128, 432250905000126, 432250905000125, 432250905000042, 432250905000043, 432250905000111, 432250905000109, 432250905000082, 432250905000106, 432250905000034, 432250905000110, 432250905000035, 432250905000114, 432250905000033, 432250905000108, 432250905000032, 432250905000031, 432250905000112, 432250905000107, 432250905000117, 432250905000030, 432250905000105, 432250905000029, 432250905000028, 432250905000103, 432250905000097, 432250905000024, 432250905000092, 432250905000004, 432250905000078, 432250905000079, 432250905000007, 432250905000009, 432250905000081, 432250905000021, 432250905000091, 432250905000096, 432250905000022, 432250905000098, 432250905000101, 432250905000026, 432250905000102, 432250905000100, 432250905000025, 432250905000027, 432250905000104, 432250905000050, 432250905000132, 432250905000074, 432250940000004, 432250940000003, 432250940000001, 432250940000002, 432250908000002, 432250905000073, 432250905000133, 432250905000051, 432250905000067, 432250905000136, 432250905000137, 432250905000134, 432250905000135, 432250905000066, 432250905000053, 432250905000138, 432250905000141, 432250905000140, 432250905000056, 432250905000057, 432250905000055, 432250905000139, 432250905000143, 432250905000070, 432250905000063, 432250905000059, 432250905000147, 432250905000144, 432250905000150, 432250905000148, 432250905000058, 432250905000071, 432250905000146, 432250905000061, 432250905000019, 432250905000020, 432250905000093, 432250905000090, 432250905000023, 432250905000094, 432250905000095, 432250905000099, 432250905000064, 432250905000003, 432250905000076, 432250905000005, 432250905000006, 432250905000080, 432250905000001, 432250905000077, 432250905000018, 432250905000088, 432250905000017, 432250905000087, 432250905000089, 432250905000060, 432250905000015, 432250905000085, 432250905000086, 432250905000014, 432250905000145, 432250905000016, 432250905000013, 432250905000084, 432250905000083, 432250905000075, 432250905000012, 432250905000048, 432250905000129, 432250905000054, 432250905000142, 432250905000130, 432250908000003, 432250910000005, 432250910000002, 432250910000004, 432250907000003, 432250905000068, 432250907000002, 432250910000003, 432250920000004, 432250920000003, 432250920000002, 432250920000001, 432250910000001, 432250908000001",Registro,"10 pessoas estão desalojadas, 150 foram afetadas por destelhamento.",0,0,0,0,10,0,0,10,150,,0,0,"0,00",0,0,"0,00",0,0,"0,00",0,0,"0,00",0,0,"0,00",0,0,"0,00","0,00",,,,,,,,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00",,"0,00","0,00","0,00","0,00","0,00","0,00","0,00"
RS-F-4316204-12200-20140626,Rondinha,RS,Sul,21/07/2014,21/07/2014,12200,"2,00",Enxurradas,Hidrológico,4316204,,Reconhecido,"NO PERÍMETRO URBANO AS PESSOAS CERCA DE 550 PESSOAS TIVERAM SUAS CASAS E COMERCIO INUNDADAS PELA AGUA. NA ZONA RURAL AS PESSOAS FICARAM COM DIFICULDADES DE SAIR DE SUAS PROPRIEDADES, DE TRANSPORTAR A PRODUÇÃO PRIMARIA E TAMBÉM, ALUNOS NÃO FREQUENTARAM A ESCOLA DEVIDO A NÃO REALIZAÇÃO DO TRANSPORTE ESCOLAR.",0,0,0,0,0,0,0,0,3825,"Com as enxurradas houve o desmoronamento de barrancos, destruição de estradas, canalização pluvial, pontilhões e bueiros, causando grandes prejuízos a malha viária em inúmeras comunidades do interior do Município, totalizando aproximadamente 63 km de extensão, dificultando o transporte de alunos, e e toda a produção primária.",0,0,"0,00",0,0,"0,00",0,0,"0,00",0,0,"0,00",0,0,"0,00",0,0,"934045,24","934045,24",,,,,,,"Para a limpeza urbana  e de recolhimento de lixos, o Município  teve  gastos com pessoal, horas máquinas e equipamentos. Para a reabilitação de cenários na zona rural, estradas vicinais, estima-se gastos de grande monta ao erário publico, pois o transporte da produção primaria, transporte escolar e a própria locomoção dos rurículas está comprometida.","0,00","0,00","0,00","88956,69","0,00","0,00","0,00","728801,79","0,00","0,00","111463,80","929222,29","AS LAVOURAS DE TRIGO FORAM  ATINGIDOS SEVERAMENTE  CAUSANDO QUEDAS NO PLANTIO, GERMINAÇÃO INFLUENCIANDO  ASSIM NA PRODUÇÃO ESTIMADA DE 20 % DE PERDA.","1800569,14","0,00","0,00","0,00","0,00","1800569,14","2729791,43"
SC-F-4217501-13214-20150714,Seara,SC,Sul,16/07/2015,16/07/2015,13214,"13,00",Chuvas Intensas,Hidrológico,4217501,,Reconhecido,"Foram afetadas diretamente todas as pessoas onde a água invadiu residências (38 pessoas), comércio, indústria, ruas, alunos da rede pública e particular. Aqui podemos estimar 30% da população, totalizando aproximadamente 5200 pessoas. Também consideramos como afetados as pessoas que ficaram com os acessos obstruídos (moradores,  produtores, transportadores, coletivos), e todos os usuários que tiveram necessidade de transitar nas estradas estaduais - SC 283, SC 155, SC 466, vias estas de acesso ao Município de Seara, sentido Chapecó, Concórdia, Itá, Xavantina/Xanxerê, que ficaram em determinados períodos, totalmente e parcialmente obstruídas. Considerando o fluxo diário de mais de 5.000/dia veículos sentido Concórdia e Chapecó e que a rodovia ficou totalmente bloqueada até dia 19/07, podemos estimar mais de 60.000 afetados. O tráfego está ainda em condições de anormalidade, pois até o momento estão sendo realizadas obras de remoção de barreiras sobre a pista. Nos pontos onde houve desabamento de pistas, está interditado total e/ou parcialmente. A logística do transporte está ocorrendo de forma alternativa, por atalhos e desvios tanto para veículos leves e de carga, aumentando as distâncias. Isso reflete consideravelmente para o transporte de pacientes que necessitam de tratamento médico fora de domicílio.",0,0,0,0,38,0,0,38,16922,"Área urbana ¿ Centro 540 m2, Bairro Garghetti 310 m2, Bairro São João 880 m2, Bairro das Nações 210 m2, Bairro São Daniel 820 m2, Bairro Padre Lídio 360 m2, Bairro Bela Vista 400 m2, Bairro Industrial 840 m2, Bairro Nossa Senhora Aparecida 150 m2, Bairro Vila Esperança 160 m2 , Bairro Monte Castelo 100 m2, Bairro Niterói 430 m2, sede do Distrito de Nova Teutônia 700 m2. Área rural ¿ Comunidades de: Linha Pinhalzinho 5,6 km, Linha Rosário 2km, Linha Gramado 2,4km, Distrito de Nova Teutônia 3,2 km, Linha São Paulo 3,4 km, Linha Marrecas 0,6km, Barra do Saltinho 3,4 km, Nova Brasília 1,6 km, Linha Sagrado Coração 2,9 km, Linha Lageado Forte 6 km, Linha São Valentim 1 km, Linha Smaniotto 2,1km, Linha Caçador 0,9 km, Distrito de Caraíba 1 km, Encruzilhada Santa Cruz 8 km, Linha São Marcos 1,6 km, Linha Rui Barbosa 5 km, Ariranhazinha 4 km, Linha Bernardi 5 km, Linha Rosina Nardi 4,5 km, Linha Celso Ramos 4,5 km, Linha Borboleta Alta 4,5 km, Linha Vitória 1,8 km, Linha Felippi 3,6 km,, Linha Treze de Maio 0,4  km, Linha São Pedro 5 km, Linha Santa Lúcia 4,2 km, Linha São Brás 4,8 km, Linha Sede Floresta 4,3 km, Linha Forquilha 2 km, Linha Dois Irmãos 2,9 km, Linha Bonita 3,1 km, Linha Água Bonita 2,5 km, Linha Vani 2,7 km, Linha Balbinot 1,1 km, Linha São Rafael 5 km, Linha Vila Nova 6 km, Linha Serra Alta 3,7 km, Linha Dom Pedro I 3,3 km, Linha Salete 4,1 km, Linha Ipiranga 3 km, Linha Taquarimbó 2,2 km, Linha Três Fronteiras 3 km, Linha Altamiro Guimarães 3 km, Linha Consoladora 3,2 km, Linha Berno 4,4 km, Linha São Roque 3,5 km.  
 
Parte da cobertura da passarela na Escola Núcleo Deolindo Zílio foi destruída, a Garagem de máquinas no Distrito de Nova Teutônia foi alagada e danificada, o Centro de Memória Viúva Nute teve prejuízos na edificação e no acervo que foi parcialmente levado pelas águas.",18,1,"774530,59",0,0,"0,00",1,0,"19363,26",0,0,"0,00",0,0,"0,00",100,40,"10489136,67","11283030,53","O dano aqui registrado refere-se a água de má qualidade, pela contaminação do manancial que abastece a captação de água da CASAN.",,,,,,,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","10508499,94","0,00","0,00","154906,12","10663406,06","Na agricultura e pecuária as perdas são muito significativas, conforme pode se verificar no Laudo de Avaliação de Perdas emitido pela EPAGRI, bem como as Declarações de produtores que contabilizaram prejuízos em decorrência do desastre; Os prejuízos da indústria, comércio e serviços são muito significativos, uma vez que a produção da Seara Alimentos teve que ser interrompida, comércios foram afetados pelas inundações, serviços ficaram prejudicados em decorrência da falta de trafegabilidade nas rodovias municipais. Os valores privados relacionados acima são o resultado das declarações oriundas das empresas/pessoas que relataram haver sofrido prejuízos. Sabemos que prejuízos de menores proporções nem foram informados, além de outros que ainda não foram identificados. Especificamente o transporte para distribuição de rações e insumos para os plantéis de aves, suínos e bovinos, cargas de animais vivos tiveram significativos prejuízos com perdas de conversão alimentar na produção de suínos e aves devido a não entrega e ao atraso da chegada de rações e matérias primas para abastecimento alimentar dos plantéis, atrasos na retirada e alojamento de animais.","4180141,60","2773787,68","3940424,38","0,00","0,00","10894353,65","21557759,71"
AL-F-2704708-13214-20220525,Marechal Deodoro,AL,Nordeste,26/05/2022,25/05/2022,13214,"13,00",Chuvas Intensas,Hidrológico,2704708,"270470805000029, 270470805000007, 270470805000032, 270470805000008, 270470805000033, 270470805000023, 270470805000031, 270470805000028, 270470805000018, 270470805000016, 270470805000038",Reconhecido,"Tiverem que ser evacuadas varias residência de moradores que foram direcionados a residências de parentes e a escolas municipais que servem de abrigos, tendo em vista o risco iminentes das unidades habitacionais, sejam por inundações, seja por deslizamento de barreiras. Houve danos bens materiais de moradores, como móveis, eletrodomésticos e utensílios. Prejuízo a 352 pessoas.",0,197,49,212,140,0,0,598,0,Comprometimento estrututral de 90 unidades habitacionais e destruição de 2 unidades habitacionais.,90,2,"1653437,60",2,0,"1550097,75",0,0,"0,00",0,0,"0,00",0,0,"0,00",2,0,"1653437,60","4856972,95","Com as fortes chuvas, houve união de aguas pluviais com esgotos.",DE 5% A 10%,,,,,"Houve dano a unidades básicas de saúde. Houve fornecimento continuo de água potável, gastos com combustível de transporte de pessoas e mudanças, trazendo prejuízo a mais de 20 mil pessoas.","268683,61","43402,74","723378,95","2066797,00","1240078,20","0,00","0,00","826718,80","620039,10","0,00","930058,65","6719157,05","Prejuízo de mais de 7 milhões de reais tendo em vista que somos polo gastronômico de Alagoas, e a maioria dos bares e restaurantes estarem na beira de rios e lagoas","2790175,95","0,00","0,00","4960312,80","0,00","7750488,75","14469645,80"
SC-A-4208609-13215-19971011,Jaborá,SC,Sul,11/10/1997,11/10/1997,13215,"12,00",Vendavais e Ciclones,Meteorológico,4208609,,Registro,,0,0,0,0,0,0,0,0,43,,0,0,"0,00",0,0,"0,00",0,0,"0,00",0,0,"0,00",0,0,"0,00",0,0,"0,00","0,00",,,,,,,,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00",,"285630,12","0,00","0,00","0,00","0,00","285630,12","285630,12"
CE-F-2313252-14120-20141029,Tarrafas,CE,Nordeste,19/11/2014,19/11/2014,14120,"4,00",Estiagem e Seca,Climatológico,2313252,,Reconhecido,"Os danos humanos (afetados) referem-se à população com dificuldade de acesso à água potável para seu consumo, bem como a alimentos básicos, em consequência das perdas agrícolas.",0,0,0,0,0,0,0,0,0,,0,0,"0,00",0,0,"0,00",0,0,"0,00",0,0,"0,00",0,0,"0,00",0,0,"0,00","0,00",Os dano ambiental registrado foi a redução temporária das reservas hídricas do município devido às altas temperaturas e à redução das precipitações hídricas.,,,,,,O valor do prejuízo econômico público registrado é referente ao abastecimento emergencial de água potável aos afetados pela seca.,"0,00","64306,04","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","64306,04","Agricultura: não houve chuva o suficiente para que os agricultores pudessem colher sua plantação, tendo então grande prejuízo.

Pecuária: grande parte do rebanho não resistiu a falta dágua e comida vindo a morrer e outra parte que sobreviveu teve que ser retirada para outras cidades/ estados.","7502371,41","1071767,34","0,00","0,00","0,00","8574138,75","8638444,79"
SC-A-4219705-14110-20060106,Xaxim,SC,Sul,06/01/2006,06/01/2006,14110,"4,00",Estiagem e Seca,Climatológico,4219705,,Reconhecido,,0,0,0,0,0,0,0,0,0,,0,0,"0,00",0,0,"0,00",0,0,"0,00",0,0,"0,00",0,0,"0,00",0,0,"0,00","0,00",,,,,,,,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00",,"15209173,56","1032145,06","0,00","0,00","0,00","16241318,62","16241318,62"
PI-A-2205599-14110-20070525,Lagoa do Sítio,PI,Nordeste,25/05/2007,25/05/2007,14110,"4,00",Estiagem e Seca,Climatológico,2205599,,Reconhecido,,0,0,0,0,0,0,256,256,256,,0,0,"0,00",0,0,"0,00",0,0,"0,00",0,0,"0,00",0,0,"0,00",0,0,"0,00","0,00",,,,,,,,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00",,"5605931,43","0,00","0,00","0,00","0,00","5605931,43","5605931,43"
RS-P-4305124-14110-20000113,Cerrito,RS,Sul,13/01/2000,13/01/2000,14110,"4,00",Estiagem e Seca,Climatológico,4305124,,Registro,,0,0,0,0,0,0,0,0,0,,0,0,"0,00",0,0,"0,00",0,0,"0,00",0,0,"0,00",0,0,"0,00",0,0,"0,00","0,00",,,,,,,,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00",,"0,00","0,00","0,00","0,00","0,00","0,00","0,00"
ES-F-3204708-22210-20210301,São Gabriel da Palha,ES,Sudeste,02/03/2021,02/03/2021,22210,"14,00",Outros,Outros,3204708,320470815000008,Registro,,0,0,0,0,0,0,0,0,0,,0,0,"0,00",0,0,"0,00",0,0,"0,00",0,0,"0,00",0,0,"0,00",0,0,"0,00","0,00",,,,,,,,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00",,"0,00","0,00","0,00","0,00","0,00","0,00","0,00"
RS-F-4321303-13214-20230906,Taquari,RS,Sul,08/09/2023,06/09/2023,13214,"13,00",Chuvas Intensas,Hidrológico,4321303,"432130305000042, 432130305000017, 432130305000020, 432130305000021, 432130305000019, 432130305000023, 432130305000022, 432130305000003, 432130305000035, 432130305000036, 432130305000016, 432130305000041, 432130305000040",Reconhecido,"Importante ressaltar que pela gravidade do evento a prioridade das equipes em sua totalidade foi o resgate das vidas, o abrigo em local seguro e o auxílio humanitário. Os dados, neste sentido, começaram a serem levantados somente depois do ápice do evento. Constantemente são encaminhados a Coordenação da Defesa Civil atualizações de danos humanos. Até o momento entre feridos e enfermos um número pequeno de 15 pessoas, haja vista que o monitoramento constante e em conjunto a Coordenadoria Regional de Defesa Civil, mas sobretudo pela posição geográfica (Cota máxima 12-24h posterior aos município mais afetados), permitiu a remoção da grande maioria das pessoas de suas residências. O número alto de desabrigados e desalojados tem relação direta com a intensidade do evento, com muitas casas danificadas e/ou destruídas. A avaliação dos danos depende do recuo das águas e o retorno as residências com avaliação das perdas.",0,5,10,95,439,0,0,549,0,"Como mencionado anteriormente, ainda não é possível realizar um levantamento preciso dos danos, com laudo e avaliação de engenharia. Porém já é possível estimar com base na intensidade do evento e cota do rio os efeitos do desastre. São pelo menos 200 famílias entre desabrigados e desalojados, sendo que em muitas casas o nível da água passa de 1,5m de altura. Muitas cobertas até o forro. Na grande maioria delas foi possível retirar somente o essencial, com perdas imensuráveis relacionadas aos móveis, eletrodomésticos e equipamentos, desconsiderando as avaliações estruturais posteriores. Completamente destruídas já observadas ocorreram em menor número. A instituição pública de ensino em questão é a Escola Timótheo Junqueira, no bairro Rincão São José, que teve seu pavilhão danificado pelas águas. As obras de infraestrutura pública são de estradas danificadas, em especial da Beira do Rio e arredores da Santinha, no bairro Rincão São José.",0,0,"3740181,96",18,28,"0,00",0,0,"53431,17",0,1,"0,00",0,0,"0,00",1,4,"3650417,59","7444030,72","O extravasamento do Rio Taquari para áreas marginais têm como consequência a destruição de estradas, pontes e bueiros, provocando diversos alagamentos, obstrução de rodovias municipais que ficaram cobertas de água e, em alguns pontos houve inclusive deslizamentos de terra, interditando-as, causando sérios transtornos no território do Município de Taquari, colocando assim,  à população em risco;

As fortes chuvas causaram danos ambientais de expressiva significância, com perda considerável de pontos de vegetação ciliar e da fauna associada, interferência na dinâmica da ictiofauna, alterações na composição faunística dos recursos hídricos como lagos e arroios devido ao acúmulo de matéria orgânica transbordada, interferência em ambientes propícios a fauna como banhados, perda de parcela da vegetação ciliar comprometendo as calhas dos arroios, interferência no transporte de sedimentos, e, por fim, alterações na paisagem.

Há contaminação das águas e do solo em razão do arrasto de uma quantidade considerável de objetos, materiais e equipamentos.
",DE 0% A 5% DA POPULAÇÃO AFETADA,,DE 0% A 5% DA POPULAÇÃO AFETADA,,,"Os prejuízos possíveis de levantamento até o momento são, na maioria dos casos, dados estimados, porque não houve hábil suficiente para emissão de relatórios finais. Considera-se os custos de assistência médica relacionados as pessoas removidas em salvamento, pelo Corpo de Bombeiros e posteriormente encaminhadas ao Hospital local, o abastecimento de água potável as famílias para consumo humano (custo muito menor em razão de doações), equipes de limpeza urbana, incluindo mão de obra e equipamentos, para limpeza de ruas e remoção de entulhos, geração e distribuição de energia elétrica assim como telecomunicações prejudicadas em diversos pontos da cidade, com situações graves na localidade da Beira do Rio em que precisou ser reconstruída toda rede elétrica. Transporte rodoviário de doações, de pessoas, de móveis, etc, e, hidroviário para resgate em barcos. Combustíveis para máquinas, barcos e equipamentos. Além disso, houve um alto investimento do setor público em pessoal, demandando quase toda equipe da administração municipal e seus equipamentos para atendimento a população.","3205,87","5343,12","0,00","53431,17","0,00","320587,02","106862,34","21372,47","3205,87","0,00","0,00","514007,86","Dados possíveis apurados para agricultura e pecuária encaminhados pela EMATER (em anexo), com perdas no milho grão e produtos de autoconsumo, além do impacto na pecuária na perda de bovinos de corte, milho silagem, pastagens nativas, suínos, cavalos e outros.  Na indústria, comércio e serviços, um valor menor estimado porque as regiões afetadas não tem característica industrial, comercial e/ou de prestação de serviços. ","1232630,39","2245647,99","53431,17","21372,47","0,00","3553082,03","4067089,89"
RS-F-4306502-13214-20240430,Dom Feliciano,RS,Sul,07/05/2024,30/04/2024,13214,"13,00",Chuvas Intensas,Hidrológico,4306502,"430650205000020, 430650205000021, 430650205000019, 430650205000025, 430650205000018, 430650205000017, 430650205000008, 430650205000022, 430650205000009, 430650205000023, 430650205000027, 430650205000011, 430650205000005, 430650205000028, 430650205000012, 430650205000013, 430650205000014, 430650205000015, 430650205000029, 430650205000016, 430650205000006, 430650205000024, 430650205000010, 430650205000026, 430650205000007, 430650205000002, 430650205000003, 430650205000004, 430650205000001",Reconhecido,As famílias que tiveram que ser socorridas foram retiradas de suas residências por motivo de alagamento e abrigadas em casa de familiares.,0,0,0,0,120,0,0,120,0,"Devido ao grande volume de chuva, água acumulada, tivemos danos em 38 residências com alagamento conforme coordenadas informadas no relatório fotográfico e danos em bueiros e pontes no interior do município em várias localidades diferentes conforme dados levantados pela secretaria de Infra e Assistência Social acostados no processo.",38,0,"0,00",0,0,"0,00",0,0,"0,00",0,0,"0,00",0,0,"0,00",0,0,"0,00","0,00","Conforme parecer técnico acostado no processo assinado pelo biólogo Sr. Marcelo Bednarski CRBio 4556803D da Secretaria de Desenvolvimento Econômico, Agricultura e Pecuária. Devido às fortes chuvas que acometem o município, constatou-se açudes, lagos e bebedouros encontrados transbordando, muitos já estouraram pelo excesso do volume; arroios estão transbordando causando danos a população; pontes, estradas e bueiros estão destruídos; invasão de animais selvagens e peçonhentos podendo causar danos à saúde da população; mortalidade de animais selvagens e rebanhos; cacimbas e poços estão assoreados; esgotos transbordando; sangas e córregos recebendo grande quantidade de sedimentos; erosão do solo entre outros .",MAIS DE 20% DA POPULAÇÃO AFETADA,,MAIS DE 20% DA POPULAÇÃO AFETADA,,,Conforme informações fornecias pelas secretarias devido ao grande volume de chuva e estragos causados nas estradas os serviços mencionados foram prejudicados causando prejuízos aos cofres públicos.,"90000,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","90000,00",Considerando a alta precipitação pluviométrica num curto espaço de tempo agregando-se a questão de topografia ondulada e solo de estrutura areno- argilosa foram proporcionadas significativas perdas de solo causadas pela erosão e lixiviação dos insumos agrícolas utilizados e todas as atividades agropecuárias. vale destacar ainda a dificuldade de mensurar a perda de solo causada pela erosão inviabilizando por um longo período de tempo o desenvolvimento em potencial normal das atividades produtivas do sistema de produção das propriedades.,"41492620,00","19348124,00","0,00","0,00","0,00","60840744,00","60930744,00"
MG-F-3146750-14110-20160105,Palmópolis,MG,Sudeste,05/01/2016,05/01/2016,14110,"4,00",Estiagem e Seca,Climatológico,3146750,"314675005000006, 314675005000007, 314675010000002, 314675005000005",Reconhecido,"50 % da População Urbana e 100 % da População Rural, totalizando 5908 Habitantes sendo 3465 Habitantes Urbanos e 2443 Habitantes Rurais, foram afetados  diretamente e indiretamente pela seca, sendo prejudicados de forma financeira.",0,0,0,0,0,0,5908,5908,5908,,0,0,"0,00",0,0,"0,00",0,0,"0,00",0,0,"0,00",0,0,"0,00",0,0,"0,00","0,00","Todo município de Palmópolis - MG, foi afetado pela estiagem, prejudicando direta ou indiretamente a economia do município, que tem como base econômica a agropecuária municipal. Com o período de estiagem os rios vieram secando e diminuindo, afetando a população, o rebanho e as lavouras do município de Palmópolis.",,,,,,"O valor necessário, para a a contratação de 03 (Três ) caminhões pipas para o atendimento da população afetada.","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","O Valor especificado, e de acordo o relatório agroclimatológico emitido pela EMATER local do Município de Palmópolis - MG, que segue em anexo a este formulário.","0,00","0,00","0,00","0,00","0,00","0,00","0,00"
SC-F-4201703-13213-20201219,Ascurra,SC,Sul,19/12/2020,19/12/2020,13213,"5,00",Granizo,Meteorológico,4201703,"420170305000013, 420170305000008, 420170305000002, 420170305000001, 420170305000009",Registro,Em torno de 20 famílias totalizando 120 pessoas afetadas com vendaval.,0,0,0,0,0,0,0,0,120,20 residências danificadas.,20,0,"19168,23",0,0,"0,00",0,0,"0,00",0,0,"0,00",0,0,"0,00",0,0,"0,00","19168,23",,,,,,,"devido ao vendaval houve necessidade de limpeza das ruas devido a quebra de arvores, e uma localidade houve queda de poste.","0,00","0,00","0,00","2555,76","0,00","6389,41","0,00","0,00","0,00","0,00","0,00","8945,17",O comercio houve danos pequenos com destelhamento.,"0,00","0,00","0,00","2555,76","0,00","2555,76","11500,94"
SP-C-3527108-12300-20091225,Lins,SP,Sudeste,25/12/2009,25/12/2009,12300,"1,00",Alagamentos,Hidrológico,3527108,,Registro,,0,1,0,0,0,0,0,1,0,,0,1,"0,00",0,0,"0,00",0,0,"0,00",0,0,"0,00",0,0,"0,00",0,0,"0,00","0,00",,,,,,,,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00",,"0,00","0,00","0,00","0,00","0,00","0,00","0,00"
SC-F-4207908-13214-20180325,Irineópolis,SC,Sul,26/03/2018,25/03/2018,13214,"13,00",Chuvas Intensas,Hidrológico,4207908,"420790805000007, 420790810000004",Registro,,0,0,0,0,0,0,0,0,0,Estradas foram danificadas.,0,0,"0,00",0,0,"0,00",0,0,"0,00",0,0,"0,00",0,0,"0,00",2,0,"0,00","0,00",,,,,,,,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00",,"0,00","0,00","0,00","0,00","0,00","0,00","0,00"
PR-A-4116059-14110-20090116,Missal,PR,Sul,16/01/2009,16/01/2009,14110,"4,00",Estiagem e Seca,Climatológico,4116059,,Registro,,0,0,0,0,0,0,0,0,0,,0,0,"0,00",0,0,"0,00",0,0,"0,00",0,0,"0,00",0,0,"0,00",0,0,"0,00","0,00",,,,,,,,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00",,"65183816,23","34397792,21","0,00","0,00","0,00","99581608,44","99581608,44"
RN-A-2400505-14110-20061120,Alexandria,RN,Nordeste,20/11/2006,20/11/2006,14110,"4,00",Estiagem e Seca,Climatológico,2400505,,Reconhecido,,0,0,0,0,0,0,0,0,0,,0,0,"0,00",0,0,"0,00",0,0,"0,00",0,0,"0,00",0,0,"0,00",0,0,"0,00","0,00",,,,,,,,"17202,42","997740,23","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","182345,63","1197288,27",,"189226,59","106654,99","30964,35","0,00","0,00","326845,94","1524134,21"
